country,link,description,title
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=10036925,Saint. She was the daughter of the King Of Ireland. After she and her sister met St Patrick they were baptised. Both died soon after in religous happiness. Ethnea died around 433AD and her Feast Day is January 11th. (Bio by: girlofcelje (inactive)),", Saint. Ethnea"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=13737570,"Hymn Composer. She composed over 400 hymns, including the popular hymns, including ""All Things Bright and Beautiful"" and the Christmas carol ""Once In Royal David's City"". Her hus­band was Will­iam Alex­an­der, the bi­shop of Der­ry and Ra­phoe, and lat­er became the An­gli­can pri­mate for Ire­land.","Alexander, Cecil Frances"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=145433661,"Noted Titanic Designer, Builder and Victim. Born in Northern Ireland the son of Right Hon. Thomas Andrews and Eliza (Pirrie), nephew of Lord Pirrie, principal owner of Harland and Wolff, the builders of Titanic. Entering at age 16 as premium apprentice, he gradually worked his way up to became managing director of H&amp;W in charge of designing, and was familiar with every detail of the construction of Titanic. In 1901, he became a member of the Institution of Naval Architects, and expressed...[Read More]","Andrews Jr., Thomas"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887717,"Memorial of the Apprentice Boys, who, according to Ulster tradition, closed the gates of Derry against Catholic forces during the 1689 Siege of Derry. The skeleton on the coat of arms is the heraldic symbol of (London)Derry. (Bio by: David Conway)",Apprentice Boy's Mound Memorial
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=125424152,"Actor, singer, and comedian. Born in Rhode Island to parents who had emigrated there from Belfast, he achieved fame on the American stage, then married an English actress named Kitty Brooke (it is not clear whether Laura Brooke, who is buried with him, was a relative) and moved to England, where he became even more successful, often playing a character known as Muldoon, to the extent that he is mentioned in the following passage on page 94 of ""Finnegans Wake"" by [Read More] (Bio by: Iain MacFarlaine)","Ashcroft, William John"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887724,Governor of the town of Londonderry who died during the Siege of 1689. (Bio by: David Conway),"Baker, Henry"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887612,(Protestant) Archbishop of Armagh and Primate of All Ireland (appointed 1822). Cousin of Marcus Gervaise Beresford (q.v.) (Bio by: David Conway),"Beresford, John George de la Poer"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887613,(Protestant) Archbishop of Armagh and Primate of All Ireland (appointed 1862). Cousin of Sir John Beresford (q.v.) (Bio by: David Conway),"Beresford, Marcus Gervaise"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=12542518,"Football (Soccer) star. The son of a Belfast, Ireland shipyard worker he became one of Europe's most famous footballers. At the age of seventeen he made his professional debut with the Manchester United. He led his team to the English championships in 1965 and 1967 but his greatest triumph came when, in 1968, he led the United to England’s first European Cup championship. Later that year he was named England’s 'Footballer of the Year' and the “European Player of the Year”. During his ten year...[Read More] (Bio by: Bigwoo)","Best, George"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887388,"Irish Monarch. King of Ireland whose military gifts enabled him to deal a succession of defeats against the Norsemen and their allies. His last battle, at Clontarf, was also succesful, but being too old to fight himself he remained in his tent where he was killed by a fleeing soldier. (Bio by: David Conway)Cause of death: Killed in action.","Boroimhe, Brian 'Brian Boru'"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887720,Captain of HMS Ajax. Captain Boyd joined the Royal Navy in 1825 at the tender age of thirteen as a naval cadet. He was appointed a lieutenant in 1841. During the storm of 1861 a great many vessels were wrecked inside the harbor due to the exposure of the northern weather. Captain John McNeil Boyd from County Derry was the Master of the Royal Naval guard-ship Ajax that was stationed in Kingstown. He and five of his men lost their lives trying to rescue the crew from the Neptune. A large wave...[Read More] (Bio by: Memorial Flower)Cause of death: Drowned,"Boyd, John McNeil"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887725,"Captain of the ship 'Mountjoy', killed whilst trying to raise the siege of Londonderry. (Bio by: David Conway)Cause of death: Killed in action","Browning, Michael"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887726,"English Civil Leader. One of the leading figures in the defence of Londonderry during the 1689 siege, later becoming MP for the town. (Bio by: David Conway)","Cairnes, David"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=39396320,"Professional Boxer, Olympic Athlete. Born in Belfast, Northern Ireland, he represented his country at the 1956 Summer Olympics in Melbourne, Australia and won a bronze medal while fighting out of the Flyweight Division. He was recognized as the World Bantamweight Champion by the European Boxing Union, when he defeated France's Alphonse Halimi in 1961. He relinquished the title after a knockout loss to Eder Jofre less than three months later. Caldwell retired in 1965 after compiling a record of...[Read More] (Bio by: C.S.)","Caldwell, Johnny"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=7746500,"Indian Mutiny Victoria Cross Medal Recipient. Born in Belfast, Ireland, he served as a Private in the 13th of Foot Regiment, Somerset Light Infantry. At Azumgurh, India, during actions April 16, 1858, Private rescued a wounded Naik of the 4th Madras Rifles, after killing a mutineer Sepoy who fired on him while he was carrying his wounded comrade on his shoulders off the field. For gallantry in the face of the enemy, he was awarded the Victoria Cross Medal in June 29, 1858. (Bio by: John ""J-Cat"" Griffith)","Carlin, Patrick"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=7746443,"World War I Victoria Cross Medal Recipient. Born in Burnley, Lancashire, he served as a Second Lieutenant in the 9th Battalion, Cheshire Regiment. During an attack on a German positions at Ypres, Belgium on September 16, 1917, when all the other officers of his company had become casualties, Second Lieutenant Colvin took command. Under heavy fire, he went with only two men to a dug-out, entered it alone and brought out 14 prisoners. He then proceeded to clear other dug-outs, alone or with only...[Read More] (Bio by: John ""J-Cat"" Griffith)","Colvin, Hugh"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887384,Created (Catholic) Atchbishop of Armagh and Primate of All Ireland in 1963 and made a Cardinal in 1965. (Bio by: David Conway),"Conway, Cardinal. William John"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887386,Catholic Bishop of Armagh and Primate of All Ireland (1946). Created a Cardinal in 1953. (Bio by: David Conway),"D'Alton, Cardinal. John Francis"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=5887610,(Protestant) Archbishop of Armagh and Primate of All Ireland. (Bio by: David Conway),"D'Arcy, Charles Frederick"
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=82159156,"Norwegian Monarch.  He reigned as King of Norway from 1130 until 1136.  He was born circa 1102, probably in Ireland.  He claimed to be the illegitimate son of King Magnus III ""Barefoot"" Olafsson of Norway, who had visited Ireland shortly before his death in 1103.  (According to some Irish stories, Magnus III was known to have been particularly fond of at least one Irish woman.)  Around 1127, he went to Norway and announced his claim, which would have made him the half-brother of the reigning...[Read More] (Bio by: William Bjornstad)","Gille IV., Harald of Norway"
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=81650345,"Norwegian Monarch.  He reigned as king from 1202 to 1204.  He was an illegitimate son of the Norwegian King Sverre Sigurdsson and one of his concubines, Astrid Roesdotter.  His exact date of birth is unknown but it most likely occurred sometime in the 1170s.  He grew up during a tumultuous time in Norway when it was subjected to internal civil wars due primarily to social conditions, struggles between various aristocratic parties, and differences between the Church and the monarchy.  There were...[Read More] (Bio by: William Bjornstad)",Haakon III of Norway
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=10197320,"King of Norway. Born in Charlottenlund, Denmark. Son of King Frederick VIII of Denmark and Louise, daughter of King Charles XV of Sweden. He became Norway's first king on November 18, 1905 following Norwegian independence from Sweden in that same year. He was crowned as Haakon VII on June 22, 1906 in Nidaros Cathedral in Trondheim, Norway. On July 22, 1896 he entered into marriage with [Read More] (Bio by: Nils M. Solsvik Jr.)",Haakon VII (Christian Frederik Carl Georg Valdemar Axel)
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=15925434,"King of Norway and Sweden. Probably Håkan III of Sweden, counting back hundreds of years, he belonged to the Bielbo Dynasty as the son of Magnus IV of Sweden, who also was Magnus VII of Norway. His mother was Queen Blanche who was a close relative of the French royal family. Through his genealogical inheritance from a grandmother, Duchess Ingiburga, brief Queen Mother Regnant, he had succeeded his grandfather, Hacon V of Norway, at the age of three and was the sole ruler there since King Magnus...[Read More] (Bio by: J T Demitz)",Hacon VI (Haakon Magnusson)
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=14816291,"Statesman. He served as Prime Minister of Norway from 1895 to 1898, and from 1903 to 1905.","Hagerup, George Francis"
Browse by Country: Norway,/cgi-bin/fg.cgi?page=gr&GRid=83292539,"Norwegian Monarch. He was the only legitimate son of King Harald IV Gille and his wife, Ingrid Ragnvaldsdotter. His father was murdered in 1136 by Sigurd Slembe, a pretender to the Norwegian throne. He was one year old when he was named king in 1136 at Borgarting and shared overall rule of Norway with his infant half-brothers, Magnus and Sigurd Haraldsson, who were named kings at their respective locations. According to the Morkinskinna and Heimskringla sagas, he could barely walk due to a hump...[Read More] (Bio by: William Bjornstad)","Haraldsson I., Inge of Norway 'The Hunchback'"
Browse by Country: Northern Ireland,/cgi-bin/fg.cgi?page=gr&GRid=46207964,"Roman Catholic Cardinal. He drew the ire of his fellow Catholics for advocating an end to the violence in Northern Ireland. Raised by a middle class family in Loughuile, County Antrim, he was educated at St. Patrick's National School, and later at St. Malachy's College, Belfast, and at Queens University, Belfast. Ordained a Priest in 1941, he took his doctorate in 1944, then taught for a time in WWII Paris, where he came under the influence of progressive thinkers (though he himself was to be...[Read More] (Bio by: Bob Hufford)","Daly, Cardinal. Cahal Brendan"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7677873,Roman Catholic Saint. Patron Saint of Monte Carlo. Martyred for her beliefs around 312 AD. Her body was on its way to Africa for burial when the ship carrying it was swept ashore in Monaco. (Bio by: girlofcelje (inactive)),", Saint. Devote"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=6789,"Singer, entertainer. Easily the most successful Black woman of her time, Josephine was born Freda Carson into poverty in St. Louis, Missouri.  Her ticket out was her comedic and dance abilities, which powered her rise to early American fame on Broadway.  Tiring of performing in demeaning minstrel reviews, she jumped at the chance of a career in Paris where the Jazz Age fueled heady interest in the then sensual and exotic African-American culture.  Helping to bring the Charleston to Paris...[Read More]Cause of death: Cerebral hemorrhage","Baker (McDonald), Josephine (Freda Josephine)"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=11390650,"Actress. French leading lady in late silent and early talking films. Most remembered for her classic work in ""Le Grand Jeu"" and ""Dance Program.""  (Bio by: MC)","Bell, Marie"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=16220748,"Author, Composer. Born in Manchester, England, he served in World War II and as an education officer in the Far East before beginning his writing career. Burgess wrote over fifty books, critical studies, journal articles and screenplays. He is best known for his futuristic novel ""A Clockwork Orange"" (1962) later adapted into a film by director Stanley Kubrick. His many works include "" Earthly Powers"", ""The Long Day Wanes"",  ""Nothing Like the Sun"", ""The Wanting Seed"", ""The Kingdom of the Wicked""...[Read More] (Bio by: José L Bernabé Tronchoni)","Burgess, Anthony"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=17905765,"Businessman, sportsman. A native of Milan, Italy, he was the son of Fernanda and Giancarlo Casiraghi, and the husband of Princess Caroline of Monaco. Known as an avid sportsman, Casiraghi considered himself a born businessman. The young Casiraghi had business interests in Milan, New York, Paris, North Africa, and in the Middle East. These included restaurants, garages, used car lots, boutiques, heliports, apartment houses, and souvenir shops.  On December 29, 1983, Casiraghi married Princess...[Read More]","Casiraghi, Stefano"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=9589283,"Composer. Her light romantic music was very popular in the early 20th century. Chaminade's 400 published compositions include a symphony, a ""Konzertstuck"" for piano and orchestra, and a Flute Concertino that is still performed today; but her pure,  melodic style was better suited to songs and solo piano pieces.  In 1908 she was warmly received on a 12-city concert tour of the United States,  and ""Chaminade Societies"" sprang up in the United States. and Europe.  Her fame faded after World War I...[Read More] (Bio by: Robert Edwards)","Chaminade, Cecile"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=11395541,"Actor. Most remembered in films such as: ""Escape from Saigon,"" ""The Long Teeth,"" ""Amazons of Rome"" and ""The Affairs of Messalina."" He was married to actress Marie Bell. (Bio by: MC)","Chevrier, Jean"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832648,"Duchesse de Mazarin and de la Meilleraye. Daughter of Louise Jeanne de Durfort, Duchess of Mazarin and de La Meilleraye and Louis Marie d'Aumont. She's a descendant of Hortense Mancini, niece and heir of Cardinal Jules Mazarin. On July 15. 1777 she married Prince Honoré Charles de Monaco, who later became Honoré IV. She gave birth to two boys Honoré Gabriel and Florestan who both reigned in Monaco. They were divorced in June 1798. (Bio by: Lutetia)","d'Aumont Mazarin, Louise"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=6792,"French Singer. Known for ""Avec le Temps.""","Ferré, Léo"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832663,"Monaco Royalty. Ruled the Lordship of Monaco in the House of Grimaldi from 1457 until her death in 1514. She was the Consort of Lambert, mother of John II and Lucien. (Bio by: K)","Grimaldi, Claudine"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=7832551,"Monaco Roaylty. Ruled the Principality of Monaco in 1731 in the House of Grimaldi. She was married to Jacques-Francois-Leonor de Goyon, Lord of Mantignon. (Bio by: K)","Grimaldi, Louise-Hippolyte"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=10665757,"Monaco Royalty. Born Rainier Louis Henri Maxence Bertrand de Grimaldi. Grandson of Prince Louis II, son of Princess Charlotte, Louise, Juliette, Duchess of Valentinois and of Prince Pierre-Marie-Xavier-Antoine-Melchoir, Count of Polignac. He succeeded his grandfather on May 9, 1949, and ruled the Principality of Monaco for more than 50 years. The tiny principality became world famous in 1956, when Prince Rainier married American movie star [Read More] (Bio by: MC)","Grimaldi III, Rainier Louis Henri Maxence Bertrand de"
Browse by Country: Monaco,/cgi-bin/fg.cgi?page=gr&GRid=571,"Actress, Princess of Monaco.  Born in Philadelphia, Pennsylvania into a wealthy and prominent family, she was the third of four children.  With natural beauty, she attended the American Academy of Dramatic Arts in New York City, New York and began a modeling career. She quickly turned to movies, with her first major picture being the classic Western film ""High Noon"" (1952) with Gary Cooper.  She would go on to play memorable roles in ""Dial M for Murder"" (1954), ""Rear Window"" (1954), ""The...[Read More] (Bio by: Kit and Morgan Benson)Cause of death: Cerebral Hemorrage after a car crash","Kelly, Grace"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=6883386,"Yugoslavian leader-dissident-author He risked death to build communism but became its most incisive critic. He was the last surviving member of the first Poliburo (Tito-Dedijer-Djilas-Rankovic) created during WWII in Yugoslavia. Djilas held the office of Vice-President and heir apparent to Tito. His place of birth was Podisce, Montenegro to a political family. At 18, Milovan attended the University of Belgrade.  He joined the illegal Communist Party in 1932 and was promptly arrested by the...[Read More]","Djilas, Milovan"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=25726294,"Congressional Medal of Honor Recipient. He was an American sergeant who received America's highest military decoration—the Medal of Honor— for his actions in World War I. Sgt Mestrovitch, an ethnic Croat, was born in the Boka Kotorska, and after immigrating to the United States in 1913 lived in Fresno, California. He enlisted in the U.S. Army at Pittsburgh, Pennsylvania. He died from the Spanish flu one week before the armistice. (Bio by: Tom Reece)","Mestrovitch, Sgt. James I."
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702171,"Prince. He was the first Montenegrin secular Prince who did not also hold the ecclesiastical position of the Vladika. So Danilo's rule paved the way for Montenegro to become a kingdom under Danilo's successor Prince (later King) Nikola I Petrovic.In military affairs, he was a capable strategist and commander. He lead Montenegrins in major military victories. In 1858, he won a crucial battle against the Turks at Grahovo.In foreign affairs, he fought Turkey to consolidate and enlarge the...[Read More] (Bio by: Jelena)","Petrovic-Njegos II., Danilo"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702178,"Lord-Bishop. Metropolitan and ruler of Montenegro. The founder of the Petrovic Njegos dynasty. In the text written on the manuscript gospel, his gift to Serb Patriarchate of Pec, in 1732, Danilo proudly expressed himself as Danilo I Njegos, the bishop of Cetinje, the leader of the Serb land. (Bio by: Jelena)","Petrovic-Njegos I., Danilo"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702172,Princess. Wife of Prince Danilo II and daughter of a wealthy merchant from Trieste. (Bio by: Jelena),"Petrovic-Njegos, Darinka"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702145,"Montenegro Royalty. Born Kseniya Petrovic-Njegoš, Princess of Montenegro at Cetinje, Montenegro, the tenth of twelve children of Nikola I Petrovic-Njegoš, King of Montenegro and Milena Vukotic. She died at age 73 in Paris, France, never having married. (Bio by: Iola)","Petrovic-Njegos, Ksenija"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702142,"Queen of Montenegro. She was from the Vukotic family. This family had played a key leadership role in Montenegro before the Petrovic family came to power. The Vukotic and the Petrovic families were long-time friends and political allies. Nikola and Milena had 12 children: three sons and nine daughters. Six daughters married royal or aristocratic families of Europe. These marriages, providing direct, personal access to Europe's royal families, were important political assets in Nikola's foreign...[Read More] (Bio by: Jelena)","Petrovic-Njegos, Milena"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702175,Grand Duke. Older brother of Prince Danilo II and father of King Nikola I of Montenegro. (Bio by: Jelena),"Petrovic-Njegos, Mirko"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702140,"Prince of Montenegro from 1860 to 1910 and the King from 1910 to 1918, ruled Montenegro for nearly sixty years. Military successes and glorious victories in the liberation wars between 1876 and 1878 gave him war glory and made him one of the greatest Montenegrin rulers. On the fiftieth anniversary of the reign of Prince Nikola, the National Assembly proclaimed Montenegro kingdom and Prince Nikola King. Besides successful management of state affairs the Prince i.e. King Nikola I Petrovic was...[Read More] (Bio by: Jelena)","Petrovic-Njegos I., Nikola"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702174,"Montenegran Royalty. Born the only child of Danilo II Petrovic-Njegoš, Prince of Montenegro and Darinka Kvekich. Her father succeeded to the title of Prince Danilo II of Montenegro in 1851 secularizing his office for the first time. His daughter was born eight years later. Danilo was assassinated the following year, and Olga's cousin, Nicholas I, succeeded. She never held the throne, and died at age 37. (Bio by: Iola)","Petrovic-Njegos, Olga"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702177,Lord-Bishop. Metropolitan and ruler of Montenegro from 1782 to 1830. (Bio by: Jelena),"Petrovic-Njegos I., Petar"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702179,"Prince-Bishop. Metropolitan and ruler of Montenegro from 1830 to 1851. The author of the most patriotic Serb epic ""The Mountain Wreath."" Just before his death Petar II notified his will to Montenegrins that they had to bury him on the Mount Lovcen peak in the church dedicated to his uncle Petar I Petrovic Njegos, from where all Serb lands could be seen, but stressed if they reject to fulfil his last wish he would curse them. Petar II died in October 1851 and was buried firstly in the monastery...[Read More] (Bio by: Jelena)","Petrovic-Njegos II., Petar"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702176,Lord-Bishop. Metropolitan and ruler of Montenegro from 1735 to 1782. (Bio by: Jelena),"Petrovic-Njegos, Sava"
Browse by Country: Montenegro,/cgi-bin/fg.cgi?page=gr&GRid=8702149,"Montenegro Royalty. Born at Rijeka, Croatia, the eleventh of the twelve children of Nikola I Petrovic-Njegoš, King of Montenegro and Milena Vukotic. She never married and died at age forty in Antibes, France. (Bio by: Iola)","Petrovic-Njegos, Vjera"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=11125,"Saint. His tomb, in the crypt, is a favored place of pilgrimage - the pope visited in 1984. The gilt shrine containing some of the saint's relics is carried around the town every seven years. During the medieval period these processions caused such rioting that they were forbidden.",", Saint. Servatius"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=11729,"Artist. Sculptor.  Born and died in Haarlem, Best known for his work memorializing victims of the Holocaust. He studied for several years at the Kunstnijverheids school in Haarlem and then studied sculpture at the Rijksakademie in Amsterdam, where he was taught by the sculptor Jan Bronner. His first monumental commissions came mainly from the Catholic Church: distillations of Bible scenes in stone. In 1949 following the second world war, he designed various figures – a soldier, a Jewish woman...[Read More] (Bio by: Shock)Cause of death: Cancer","Andriessen, Mari"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=6238805,"Theologian. Major controverial theology professor at the University of Leiden in the Netherlands.  He propounded the theological system that would become known as ""Arminianism.""  His arguments, further developed after his death by associates Simon Episcopius and Jan Uytenbogaert, were presented in the ""Articles of Remonstrance"" in 1610. The basic five points of Arminianism as presented in the Articles were fought against by the followers of John Calvin (""Calvinism"") who prepared five points to...[Read More] (Bio by: Mike Reed)","Arminius, Jacobus"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=21518,"TV commentator ""spel zonder Grenzen ( Game without Borders).","Barendse, Barend"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=8016244,"World War II Victoria Cross Recipient. Born in Burslem, England, he served as a Lance Sergeant in the 2nd Battalion, Staffordshire Regiment, British Army. On September 20, 1944, during the Battle of Arnhem, Lance Sergeant Baskeyfield was in charge of a 6-pounder anti-tank gun at Oosterbeek, Nertherlands. Suddenly the enemy launched an attack with infantry, tanks and self-propelled guns to overrun the 2nd Battalion's position. Lance Sergeant Baskeyfield with complete disregard for his own safety...[Read More] (Bio by: John ""J-Cat"" Griffith)","Baskeyfield, John Daniel"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=20960,"Architect. Born in Amsterdam, Netherlands. Some of his most famous works include the Amsterdam Commodities Exchange, the plan for extension of Amsterdam, the 'plan Zuid' or 'plan Berlage', the Berlage brug (bridge) in Amsterdam and the St. Hubertusslot part of the Kröller-Müller Museum. He is considered to be the ""Father of Modern architecture"" in the Netherlands and a intermediary between the Traditionalists and the Modernists and Berlage's theories inspired most Dutch Modernist groups...[Read More] (Bio by: Ilonka)","Berlage, Hendrik Petrus"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=10026131,"Prince. Father of Queen Beatrix of Holland. Born on June 29, 1911 according to offical records, but commonly said to be June 29, as Count Bernhard Leopold Friedrich Eberhard Julius Kurt Karl Gottfried Peter zu Lippe-Biesterfeld in Jena, Thuringen, Germany, he studied law in Lausanne, Switzerland, Munich and Berlin, Germany. Met Crown Princess Juliana of Holland during while he was a student on vacation in Holland; they married in the Haag in January 1937 and 11 years later she became queen...[Read More] (Bio by: Fred Beisser)Cause of death: Cancer","Bernhard, Prince"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=8326559,"Olympic Athlete. Considered one of the greatest female Olympians of the 20th century, she was a Dutch runner who starred in track and field at the 1948 Olympic Games in London, England, where she won four gold medals. Her victories included the 100 and 200 meter sprints, the 80 meter hurdles, and the 400 relay. She joined Jesse Owens and Carl Lewis as one of only three Olympians to win four gold medals in track at the same Olympics. During the course of her illustrious career, she set 20 world...[Read More] (Bio by: Anthony B)","Blankers-Koen, Fanny"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=95920670,"Trader and navigator who traveled to the New World at least four times, mapping the area between today's New Jersey and Massachusetts between 1611 and 1614. His ship, Tyger, burned at the island of Manhattan in November 1614 and his men were forced to build structures on land making them the first Europeans to take residence there. With the help of the indigenous people, they built a new ship, Onrust (""Restless"") and departed the island the following Spring. Onrust was the first ship to...[Read More] (Bio by: Gary Urbanowicz)","Block, Adriaen"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=11392,"Author. Born in The Hague, Netherlands, he was a popular Dutch author and television personality. He is best known for his books of modern day fairy tales and his short stories. Some of his best works included ""Erik, or the Little Insect Book"" (1940), ""De avonturen van Pa Pinkelman"" (1946), ""Avonturen van Tante Pollewop"" (1948) and the series on the hilarious adventures of ""Pa Pinkelman and Tante Pollewop"". During the 1960s, he appeared on the Dutch TV series, ""Voorstelling"". He died at age 58...[Read More] (Bio by: John ""J-Cat"" Griffith)Cause of death: heart attack","Bomans, Godfried Jan Arnold"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=7792324,"Holocaust Survivor.  Born in Frankfurt, Germany, Brandes-Brilleslijper was a member of the wartime Jewish resistance in Amsterdam, forging documents to allow other Jews to escape Nazi persecution.  After being deported out of the Netherlands, she served as a nurse in Nazi concentration camps, providing clothing, medicine, and food to fellow prisoners.  While serving at the Bergen-Belsen work camp, she was the last person to see famed diarist Anne Frank alive. (Bio by: Stuthehistoryguy)","Brandes-Brilleslijper, Jannie"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=23302,"Rock Singer. He was well noted in Holland with his rock group ""Wild Romance,"" and was a very successful as a painter of modern art. He was often referred to as the Netherlands own ""Rock 'n' Roll Junkie."" A notorious alcoholic and drug addict, he died at the age of 54 when he jumped from the roof of the Hilton hotel in Amsterdam, leaving behind a wife and three children.  He left a suicide note which said: ""I don't feel like it anymore. Maybe I'll see you around.""","Brood, Herman"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=15715781,"Scientist.  Dutch chemist and meteorologist. Buys-Ballot's law and the Buys Ballot table are named after him. He is best known for his accomplishments in the field of meteorology, specifically the explanation of the direction of air flow in large weather systems and he founded the Royal Dutch Meteorological Institute (KNMI) in 1854. 1873 Buys Ballot became the first chairman of the International Meteorological Committee, a precursor of the World Meteorological Organization (WMO).  (Bio by: Ilonka)","Buys Ballot, Christophorus Henricus Diedericus"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=11732,"Journalist. Born in Hague, Netherlands, he was a Dutch writer who became a well known public figure for his daily newspaper columns and short stories. After various editorial jobs, he became a report for The People newspaper and later was the paper’s  drama critic. Branching into writing short stories, his first collection of Kleinigheden was published in 1939. When the Germans invaded the Netherlands in 1940, he resigned from the paper and wrote stories for the underground newspaper Het Parool...[Read More] (Bio by: John ""J-Cat"" Griffith)","Carmiggelt, Simon"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=21522,"Theatrical Producer. Founder of the Carre Circus Theater in Amsterdam. The Tomb has the same shape as the Theater.He was a Circus Director who build the famous Carr? theater (still used) near the Amstel in Amsterdam. He build this masouleum because his wife, Amalia Salamonski died may 1891. He died on a tour through Denmark in Copenhagen. Because the masouleum was not prepared for him he's body was buried for 1 year in the Great Church of Copenhagen before going to his final resting place. (Bio by: Peter J.Faase)","Carre, Oscar"
Browse by Country: Netherlands,/cgi-bin/fg.cgi?page=gr&GRid=11128,"The last of the French Carolingians (descendants of Charlemagne) and nephew of the last Carolingian King Louis V (the Useless), who died childless in a hunting accident.","Charles, Count"
